Week,Location,Day,Start Time,End Time
9,ART 210,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
15-Mar,ART 114,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
36,ASC 140,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
4; 6; 8; 10; 12; 14,ASC 165,Tue,1899-12-30 11:30:00,1899-12-30 13:30:00
35,EME 1121,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,FIP 129,Wed,1899-12-30 12:30:00,1899-12-30 13:30:00
15-Mar,ART 374,Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
2,ART 214,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
35,LIB L317,Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,FIP 124,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
15-Mar,FIP 133,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
25,FIP 239,Tue,1899-12-30 13:00:00,1899-12-30 14:00:00
20-25; 27-33,ART 366,Mon;Wed;Fri,1899-12-30 14:30:00,1899-12-30 15:30:00
15-Mar,ART 103,Tue;Thu,1899-12-30 14:00:00,1899-12-30 15:30:00
34,LIB L317,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
27,FIP 124,Thu,1899-12-30 19:00:00,1899-12-30 21:30:00
20-25; 27-33,ART 208,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,SCI 337,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
35,FIP 121,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,ART 204,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
26,FIP 133,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
27,ART 382,Tue,1899-12-30 9:00:00,1899-12-30 11:00:00
16,EME 1151,Mon;Tue;Wed;Thu;Sat,1899-12-30 7:00:00,1899-12-30 17:00:00
28,EME 0050,Mon,1899-12-30 20:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 103,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
11,SCI 236,Thu,1899-12-30 8:00:00,1899-12-30 10:00:00
15-17,EME 2202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 20:00:00,1899-12-30 22:00:00
15-Mar,LIB L317,Mon;Wed;Fri,1899-12-30 15:30:00,1899-12-30 16:30:00
11,FIP 140,Mon,1899-12-30 9:30:00,1899-12-30 11:30:00
20-25; 27-33,LIB L317,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
27,ART 374,Wed,1899-12-30 18:00:00,1899-12-30 21:00:00
15-Apr,SCI 236,Mon;Wed,1899-12-30 9:30:00,1899-12-30 11:00:00
6,ART 112,Fri,1899-12-30 13:00:00,1899-12-30 14:30:00
17,ART 108,Mon,1899-12-30 10:00:00,1899-12-30 14:00:00
20-25; 27-33,ART 386,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
35,ART 374,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
17,SCI 333,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
11,ART 215,Wed,1899-12-30 19:30:00,1899-12-30 22:00:00
34,FIP 133,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
46-51,ART 104,Tue;Wed;Fri,1899-12-30 8:30:00,1899-12-30 11:00:00
23,EME 2202,Mon,1899-12-30 13:30:00,1899-12-30 15:30:00
20-25; 27-33,EME 2181,Mon,1899-12-30 12:30:00,1899-12-30 15:30:00
11,EME 2111,Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
16,ART 382,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
15-Mar,SCI 234,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
20-25; 27-33,ART 208,Tue,1899-12-30 12:00:00,1899-12-30 13:30:00
15-Mar,EME 1151,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
15-May,FIP 239,Tue,1899-12-30 14:00:00,1899-12-30 15:30:00
5,FIP 250,Tue,1899-12-30 17:00:00,1899-12-30 19:30:00
31,SCI 236,Thu,1899-12-30 12:00:00,1899-12-30 12:30:00
21-33,ART 210,Tue,1899-12-30 15:30:00,1899-12-30 17:00:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
36,EME 1202,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
3-15; 20-25; 27-33,ART 382,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
2,ART 202,Mon,1899-12-30 7:00:00,1899-12-30 22:00:00
33,EME 1101,Fri,1899-12-30 8:00:00,1899-12-30 17:00:00
15-Mar,EME 2111,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
8,EME 1153,Thu,1899-12-30 12:30:00,1899-12-30 15:00:00
20-25; 27-33,ART 108,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
39-44,ART 204,Mon;Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
16,ART 106,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
24,FIP 124,Wed,1899-12-30 10:30:00,1899-12-30 12:00:00
20-25; 27-33,EME 0050,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
5,FIP 239,Tue,1899-12-30 12:00:00,1899-12-30 14:00:00
15-Mar,SCI 337,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
9,ART 208,Thu,1899-12-30 17:00:00,1899-12-30 21:00:00
25,FIP 250,Thu,1899-12-30 15:30:00,1899-12-30 18:30:00
1,ART 202,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
31,ASC 140,Fri,1899-12-30 16:30:00,1899-12-30 22:00:00
39-44,ART 103,Mon;Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15,ART 281,Fri,1899-12-30 13:30:00,1899-12-30 15:30:00
20-25; 27-33,ART 386,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
34-36,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
26,EME 1202,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
15-Mar,ART 281,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
37-50,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 366,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
11,ART 103,Mon,1899-12-30 12:30:00,1899-12-30 14:00:00
16,LIB L317,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,FIP 121,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,ART 366,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
24; 26; 28; 30; 32,ART 208,Wed,1899-12-30 10:00:00,1899-12-30 11:00:00
35,ART 376,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
9,FIP 140,Mon,1899-12-30 8:00:00,1899-12-30 9:30:00
34,EME 0050,Tue,1899-12-30 12:30:00,1899-12-30 16:30:00
18,ART 374,Mon,1899-12-30 16:30:00,1899-12-30 21:00:00
34-36,ART 206,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
20-25; 27-33,ART 103,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
35,ART 366,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,FIP 250,Mon;Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
35,ART 203,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,EME 2141,Wed,1899-12-30 17:30:00,1899-12-30 20:30:00
16,ART 104,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
39,FIP 124,Tue,1899-12-30 10:00:00,1899-12-30 14:00:00
36,ART 208,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
39,EME 2111,Tue,1899-12-30 7:30:00,1899-12-30 12:00:00
35,FIP 247,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
2,ART 210,Mon;Tue;Wed,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 204,Tue,1899-12-30 8:30:00,1899-12-30 12:30:00
6,ART 104,Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
1,ART 204,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
24,ART 108,Mon,1899-12-30 10:30:00,1899-12-30 12:00:00
7,ART 218,Thu,1899-12-30 15:30:00,1899-12-30 18:30:00
10,EME 1121,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
14,ART 219,Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
11,ART 215,Wed,1899-12-30 19:30:00,1899-12-30 22:00:00
46-51,ART 208,Mon;Thu,1899-12-30 12:30:00,1899-12-30 16:00:00
10,EME 2181,Tue,1899-12-30 10:30:00,1899-12-30 12:30:00
47-52,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,EME 1151,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
36,EME 1202,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
5,ART 103,Mon,1899-12-30 17:30:00,1899-12-30 19:00:00
9,ASC 165,Tue;Wed;Thu;Fri,1899-12-30 8:00:00,1899-12-30 9:00:00
1,ART 203,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 366,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
11,EME 2205,Wed,1899-12-30 19:30:00,1899-12-30 22:00:00
14,LIB 303,Thu,1899-12-30 15:30:00,1899-12-30 16:30:00
20-25; 27-33,ART 376,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
47-52,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
35,ART 214,Fri,1899-12-30 12:30:00,1899-12-30 16:30:00
15-Mar,ART 365,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
11,LIB 303,Tue,1899-12-30 9:00:00,1899-12-30 12:30:00
26,EME 1101,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
11,ART 382,Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
20-25; 27-33,FIP 139,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
15,ART 219,Wed,1899-12-30 10:00:00,1899-12-30 12:00:00
37-50,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 366,Mon;Tue;Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
16-17,ART 112,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 17:00:00
16,ART 106,Mon;Wed;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
18,ART 203,Mon,1899-12-30 8:30:00,1899-12-30 13:30:00
34,ASC 165,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Dec,EME 2202,Wed,1899-12-30 16:00:00,1899-12-30 17:00:00
16,ART 202,Wed,1899-12-30 8:30:00,1899-12-30 10:30:00
15-Mar,LIB L304,Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
16,ART 108,Mon;Tue;Wed;Thu;Sat,1899-12-30 7:00:00,1899-12-30 17:00:00
20-25; 27-33,ART 208,Wed,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,SCI 337,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:00:00
15-Mar,EME 2205,Tue,1899-12-30 14:30:00,1899-12-30 15:30:00
40,ART 203,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,FIP 204,Wed,1899-12-30 20:00:00,1899-12-30 22:00:00
7,EME 2181,Thu,1899-12-30 16:00:00,1899-12-30 18:00:00
30,ART 204,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
16,SCI 236,Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 18:00:00
28,ART 206,Thu,1899-12-30 17:00:00,1899-12-30 21:00:00
10,ART 366,Tue,1899-12-30 19:00:00,1899-12-30 21:00:00
16,ART 108,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
20-25; 27-33,ASC 140,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
15,LIB L305,Thu,1899-12-30 12:30:00,1899-12-30 16:00:00
16,LIB L304,Tue,1899-12-30 13:00:00,1899-12-30 17:00:00
23,ART 203,Fri,1899-12-30 10:30:00,1899-12-30 13:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,FIP 124,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
25,ART 382,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
46-51,ART 108,Mon,1899-12-30 12:00:00,1899-12-30 13:00:00
1,ART 219,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
22-33,ART 204,Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
15-Mar,LIB L312,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
34,LIB L306,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
31,ART 214,Mon,1899-12-30 13:30:00,1899-12-30 14:00:00
49,EME 2181,Mon;Tue;Wed;Thu;Fri,1899-12-30 9:00:00,1899-12-30 16:00:00
8,FIP 239,Wed,1899-12-30 18:30:00,1899-12-30 21:00:00
13,ART 112,Wed,1899-12-30 8:30:00,1899-12-30 10:00:00
39-44,ART 104,Mon;Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
34-36,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ASC 165,Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
38-46,FIP 140,Tue,1899-12-30 12:30:00,1899-12-30 14:00:00
1,ART 376,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,EME 1101,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
1,ART 110,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,FIP 204,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
15-Mar,ART 281,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 103,Wed;Fri,1899-12-30 14:00:00,1899-12-30 15:30:00
20-25; 27-33,SCI 126,Mon,1899-12-30 11:30:00,1899-12-30 12:30:00
20-25; 27-33,FIP 250,Wed,1899-12-30 14:00:00,1899-12-30 15:00:00
16,ART 366,Mon;Wed;Thu,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,ART 206,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
27,ART 108,Wed,1899-12-30 11:00:00,1899-12-30 12:30:00
26,ART 219,Tue,1899-12-30 13:30:00,1899-12-30 16:30:00
51-52,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
28,ART 365,Wed,1899-12-30 15:30:00,1899-12-30 18:00:00
16,ART 374,Fri,1899-12-30 13:00:00,1899-12-30 16:00:00
15-Mar,ART 218,Mon;Wed,1899-12-30 14:00:00,1899-12-30 15:30:00
1,ART 281,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
1,ART 374,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
51-52,LIB L306,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 382,Thu,1899-12-30 18:00:00,1899-12-30 21:00:00
15-Mar,ART 110,Tue;Thu,1899-12-30 12:30:00,1899-12-30 14:00:00
36,LIB 303,Mon,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,ASC 140,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
15-Mar,ART 215,Wed,1899-12-30 8:30:00,1899-12-30 11:30:00
38,ASC 130,Thu,1899-12-30 9:30:00,1899-12-30 15:00:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
15-Mar,SCI 236,Tue,1899-12-30 8:30:00,1899-12-30 10:30:00
31,EME 1101,Fri,1899-12-30 7:00:00,1899-12-30 11:30:00
30,SCI 247,Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
20-25; 27-33,EME 1101,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
15-Mar,FIP 129,Mon,1899-12-30 18:00:00,1899-12-30 20:00:00
13,FIP 121,Wed,1899-12-30 19:00:00,1899-12-30 22:00:00
15-Mar,EME 0050,Tue;Thu,1899-12-30 8:00:00,1899-12-30 9:30:00
13,ART 102,Fri,1899-12-30 11:00:00,1899-12-30 12:30:00
17,FIP 121,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
38,EME 1101,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
34,EME 1101,Thu,1899-12-30 13:00:00,1899-12-30 16:30:00
39-44; 46-51,FIP 121,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ASC 130,Mon;Fri,1899-12-30 8:00:00,1899-12-30 9:30:00
17,SCI 337,Wed,1899-12-30 17:30:00,1899-12-30 21:30:00
20-25; 27-33,SCI 247,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
20-25; 27-33,ART 386,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 9:30:00
16,LIB L305,Thu;Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
39-44,ART 214,Tue;Wed;Fri,1899-12-30 12:00:00,1899-12-30 14:30:00
10,EME 2141,Fri,1899-12-30 15:30:00,1899-12-30 22:00:00
45,ART 374,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
21-26; 28-33,ASC 130,Tue,1899-12-30 18:30:00,1899-12-30 20:00:00
29,ART 110,Thu,1899-12-30 15:30:00,1899-12-30 18:00:00
28,FIP 139,Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
10,ART 382,Fri,1899-12-30 11:30:00,1899-12-30 15:00:00
20-25; 27-33,ART 218,Mon,1899-12-30 14:30:00,1899-12-30 15:30:00
16-18,FIP 239,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
7,FIP 121,Tue,1899-12-30 16:00:00,1899-12-30 19:00:00
15-Mar,FIP 239,Mon,1899-12-30 12:30:00,1899-12-30 13:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
16,EME 0050,Thu;Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
27,ART 365,Mon,1899-12-30 15:30:00,1899-12-30 17:30:00
28,SCI 337,Thu,1899-12-30 7:30:00,1899-12-30 9:30:00
27,ART 103,Thu,1899-12-30 17:00:00,1899-12-30 20:00:00
9,ART 202,Mon,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,ART 106,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
17,ART 281,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 7:00:00,1899-12-30 14:00:00
16,ART 112,Mon;Wed;Thu;Fri;Sat,1899-12-30 17:00:00,1899-12-30 22:00:00
38,ART 114,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,EME 2141,Wed,1899-12-30 10:30:00,1899-12-30 11:30:00
16,EME 1151,Fri,1899-12-30 12:30:00,1899-12-30 14:30:00
15-Mar,EME 1151,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
20-25; 27-33,ART 365,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
15-Mar,SCI 126,Tue,1899-12-30 15:30:00,1899-12-30 17:30:00
30,ART 365,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
11,ART 218,Tue,1899-12-30 15:30:00,1899-12-30 17:30:00
34-36,ART 202,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,EME 2141,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
34,FIP 121,Wed,1899-12-30 8:30:00,1899-12-30 12:30:00
20-25; 27-33,ART 102,Tue;Thu,1899-12-30 11:00:00,1899-12-30 12:30:00
36,FIP 250,Tue,1899-12-30 15:30:00,1899-12-30 17:00:00
16,LIB L312,Tue;Fri;Sat,1899-12-30 17:30:00,1899-12-30 21:30:00
25,ART 374,Mon,1899-12-30 17:00:00,1899-12-30 21:30:00
20-25; 27-33,SCI 247,Mon;Wed;Fri,1899-12-30 12:30:00,1899-12-30 13:30:00
36,EME 1202,Fri,1899-12-30 8:30:00,1899-12-30 12:30:00
15-Mar,LIB L304,Mon;Wed,1899-12-30 11:30:00,1899-12-30 12:30:00
9,ART 110,Wed,1899-12-30 17:00:00,1899-12-30 20:00:00
18,ART 218,Mon;Tue,1899-12-30 7:00:00,1899-12-30 22:00:00
49-50,EME 1151,Mon;Tue;Thu;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
18,ART 106,Mon,1899-12-30 8:30:00,1899-12-30 13:30:00
34,FIP 204,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
28,ART 102,Mon,1899-12-30 8:30:00,1899-12-30 11:30:00
34-36,EME 1153,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
17,ART 102,Fri,1899-12-30 16:00:00,1899-12-30 21:30:00
29,ART 208,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
51-52,LIB L304,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
16,ART 106,Mon;Wed;Fri,1899-12-30 9:00:00,1899-12-30 12:00:00
24,FIP 121,Mon,1899-12-30 16:00:00,1899-12-30 19:00:00
20-25; 27-33,ART 210,Mon,1899-12-30 11:30:00,1899-12-30 12:30:00
16,ART 206,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
20-29,SCI 236,Thu,1899-12-30 8:00:00,1899-12-30 11:00:00
47-52,ART 218,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
2,ASC 130,Thu,1899-12-30 15:00:00,1899-12-30 17:00:00
29,ART 104,Tue,1899-12-30 13:00:00,1899-12-30 14:00:00
26,EME 2205,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
24,LIB 303,Mon,1899-12-30 12:30:00,1899-12-30 14:30:00
35,EME 2111,Wed,1899-12-30 12:30:00,1899-12-30 16:30:00
1,ART 386,Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
8,ART 108,Wed,1899-12-30 17:00:00,1899-12-30 19:30:00
34,ART 208,Thu,1899-12-30 17:30:00,1899-12-30 21:30:00
29,FIP 138,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
11,FIP 133,Wed,1899-12-30 18:00:00,1899-12-30 19:30:00
15-Mar,ART 104,Mon;Wed;Fri,1899-12-30 8:30:00,1899-12-30 11:30:00
16,ART 366,Mon;Thu;Fri,1899-12-30 17:30:00,1899-12-30 21:30:00
18,EME 0050,Mon,1899-12-30 12:30:00,1899-12-30 16:30:00
33,ART 214,Mon,1899-12-30 12:30:00,1899-12-30 14:00:00
22,ART 104,Tue,1899-12-30 14:00:00,1899-12-30 15:00:00
11,ART 365,Mon,1899-12-30 18:30:00,1899-12-30 21:00:00
29,FIP 250,Tue,1899-12-30 11:00:00,1899-12-30 13:00:00
10,FIP 204,Wed,1899-12-30 19:30:00,1899-12-30 21:00:00
20-25; 27-33,EME 0050,Mon;Wed,1899-12-30 12:30:00,1899-12-30 14:30:00
38,EME 2141,Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
25,EME 2202,Wed,1899-12-30 15:30:00,1899-12-30 17:00:00
15-Mar,ART 202,Fri,1899-12-30 13:30:00,1899-12-30 16:30:00
21-33,FIP 138,Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
20-25; 27-33,ASC 140,Mon;Wed;Fri,1899-12-30 10:30:00,1899-12-30 11:30:00
26,ART 206,Wed,1899-12-30 10:00:00,1899-12-30 14:00:00
8,LIB L302,Fri,1899-12-30 12:30:00,1899-12-30 18:00:00
36,ART 204,Mon,1899-12-30 8:30:00,1899-12-30 12:30:00
16,FIP 140,Mon;Tue;Wed;Thu;Fri;Sat,1899-12-30 15:00:00,1899-12-30 21:00:00
14,SCI 236,Mon,1899-12-30 15:30:00,1899-12-30 18:00:00
23,FIP 250,Thu,1899-12-30 14:00:00,1899-12-30 16:30:00
20-25; 27-33,EME 0050,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
20-25; 27-33,EME 1101,Wed,1899-12-30 15:30:00,1899-12-30 17:30:00
20-25; 27-33,ART 219,Mon;Wed;Fri,1899-12-30 11:30:00,1899-12-30 12:30:00
7,FIP 239,Thu,1899-12-30 12:30:00,1899-12-30 14:30:00
27-31,SCI 247,Wed,1899-12-30 10:00:00,1899-12-30 12:00:00
31,SCI 333,Wed,1899-12-30 19:30:00,1899-12-30 21:30:00
42,ART 114,Mon;Tue;Wed;Thu;Fri,1899-12-30 7:00:00,1899-12-30 22:00:00
34-36,ART 106,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
27,ART 103,Mon,1899-12-30 17:00:00,1899-12-30 18:30:00
17,LIB L302,Fri,1899-12-30 8:00:00,1899-12-30 18:00:00
15-Mar,FIP 239,Tue;Thu,1899-12-30 9:30:00,1899-12-30 11:00:00
34-36,ART 108,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
28,SCI 236,Tue,1899-12-30 9:30:00,1899-12-30 12:30:00
4,EME 1153,Wed;Fri,1899-12-30 17:00:00,1899-12-30 20:00:00
8,EME 2111,Tue,1899-12-30 14:00:00,1899-12-30 16:00:00
34-36,ART 110,Mon;Tue;Wed;Thu;Fri;Sat;Sun,1899-12-30 7:00:00,1899-12-30 22:00:00
15-Mar,ART 202,Tue;Thu,1899-12-30 15:30:00,1899-12-30 17:00:00
26,EME 1101,Wed,1899-12-30 7:00:00,1899-12-30 16:30:00
28,ART 103,Tue,1899-12-30 17:00:00,1899-12-30 20:00:00
20-25; 27-33,ART 210,Mon;Wed;Fri,1899-12-30 9:30:00,1899-12-30 10:30:00
28,ART 208,Fri,1899-12-30 16:30:00,1899-12-30 20:00:00
14,ART 210,Tue,1899-12-30 12:30:00,1899-12-30 14:00:00
